,title,label,label_score,len_title
7881,"Ramalan Nyai Kidul Soal Laudya Cynthia Bella, Borok Engku Emran Terbongkar",clickbait,1,11
5685,Laode Ungkap Banyak Karyawan KPK Menangis Pasca Revisi UU Disahkan,non-clickbait,0,10
7178,"Bikin Keributan di Hotel Candidasa, Belasan Aparat Diturunkan Atasi Seorang Bule Belanda",clickbait,1,12
1210,"Usai Kolaborasi, Dul Jaleni dan Aliyah Massaid Makin Akrab",non-clickbait,0,9
1119,"Pesona Jennie Blackpink yang Memikat, Pernah Nyanyi Bareng Seungri",non-clickbait,0,9
3577,Jadwal Wakil Indonesia di Hari Pertama China Open 2019,non-clickbait,0,9
1881,"Toyota Calya 2019 Meluncur, Simak Detail Harganya",clickbait,1,7
3163,Jadwal Wakil Indonesia di Semifinal Vietnam Open 2019,non-clickbait,0,8
5035,Hasil Pansus Pengkajian Ibu Kota Jadi Pijakan Sikap DPR,non-clickbait,0,9
6126,PM Mahathir Minta Perusahaan Malaysia Atasi Kebakaran Lahan RI,non-clickbait,0,9
7771,Stray Kids Pamerkan Bocoran Lirik Keren Dalam Tracklist Lagu Comeback 'Double Knot' ,clickbait,1,12
4153,Kota Padang Hanya Anggarkan Rp 4 Miliar untuk Bencana,non-clickbait,0,9
502,"RUU KUHP Ditunda: Kumpul Kebo Tidak Dihukum, Hina Presiden Tak Dipidana",non-clickbait,0,11
366,Ribuan Warga Bantul Gelar Kirab Siwur Jelang Upacara Nguras Enceh,non-clickbait,0,10
2240,"Siapkan Masa Depan Siswa, SMA Kanisius Gelar ""Canisius Education Fair""",non-clickbait,0,10
8152,Model Ini Jadi Viral Gara-Gara Marah-Marah Saat Jalan di Runway Paris Fashion Week,clickbait,1,13
780,"Imigran Gelap Suriah Pura-pura Jadi Tim Bola Voli, Ditangkap di Yunani",non-clickbait,0,11
4665,Bea Cukai Meulaboh Amankan 200 Ribu Batang Rokok Ilegal,non-clickbait,0,9
7417,Aktor Asal Tiongkok Ini Mengaku Wajahnya Berubah Usai Minum Bubble Tea Setiap Hari,clickbait,1,13
484,"RS Pelni: Kondisi Faisal Amir Cukup Baik, Sudah Dapat Berkomunikasi",non-clickbait,0,10
3762," Pemerintah Kabulkan Ekstradisi Hong Kong, Serahkan Buronan WN Prancis   ",non-clickbait,0,9
5558,Etika Penelitian,clickbait,1,2
2082,Gubernur Kalbar: Penyumbang Kabut Asap Terbesar dari Lahan Konsesi Perusahaan,non-clickbait,0,10
757,Pimpinan DPR Temui Jokowi Bahas RUU KUHP Siang Ini,non-clickbait,0,9
6452,"Pelanggar Keluhkan Sosialisasi Ganjil Genap, DKI: Sudah Sebulan",non-clickbait,0,8
2468,Antam Sabet Penghargaan Gold Pada SDGs Lewat Kopi Halmahera,non-clickbait,0,9
2558,"Ini Bocoran Spesifikasi, Harga, dan Fitur iPhone 11 yang Meluncur Malam Ini",clickbait,1,12
4977,"Ditinggal Salat Jumat, Mobil Rico Ceper Dibobol Maling",clickbait,1,8
7245,"Ramalan Zodiak Rabu, 11 September 2019: Pisces, Pikirkan Dulu Sebelum Mengambil Keputusan",clickbait,1,12
1412,"Sambut Ramadan, 3 Penyanyi Muda Ini Berbagi Kebahagiaan dengan Anak-Anak Panti Asuhan",clickbait,1,12
7257,"Peringati Hari Gerak Bhayangkari, Istri Kakorlantas Ingatkan Bahaya Kanker Serviks",clickbait,1,10
8255,Jessica Iskandar Ngaku Sempat Sakit Gara-Gara Stres Urus Persiapan Nikah di Dua Tempat,clickbait,1,13
1880,Ini Alasan Perlunya Terowongan di Tol Cisumdawu dan MRT,clickbait,1,9
2121,Titik Api Kembali Muncul di Hutan Lereng Gunung Slamet,non-clickbait,0,9
1357,"Resmi Jadi Ayah, Ini Nama Anak Raditya Dika Beserta Artinya",clickbait,1,10
6178,Kim Kardashian Sempat Tunda Melahirkan North West demi Manicure,non-clickbait,0,9
7217,"Eks Pengamen Cantik di Surabaya Ini Jadi Wisudawan Terbaik di Unair, IPK-nya 3,94",clickbait,1,13
2233,"Habis Dilantik,  80 Persen Anggota DPRD Gunungkidul Gadaikan SK untuk Pinjam Bank",non-clickbait,0,12
4985,"Usut Aset Imam Nahrawi dan Ulum, KPK Temukan Rumah Senilai Rp5 M",non-clickbait,0,12
6822,Luhut Pandjaitan Bantah Industri Tekstil Tertekan,non-clickbait,0,6
2117,"Menyoal Nasib KPK, Kritik dari UGM hingga Sorotan Abraham Samad",non-clickbait,0,10
4609,Binotto Puji Strategi Ferrari di GP Italia,non-clickbait,0,7
3309,Intip 5 Momen Seru Liburan Ayu Ting Ting dan Bilqis di Labuan Bajo,clickbait,1,13
778,"Rusuh Wamena, Berikut Ini Rangkaian Fakta-faktanya",clickbait,1,6
2149,Ini 4 Tim yang Lolos dari EURO Futsal Championship 2019 Palembang,clickbait,1,11
5164,"IHSG Diprediksi Kembali Menguat, Pilih 6 Saham Ini",clickbait,1,8
2017,Keringanan Pajak Kendaraan untuk Warga DKI Jakarta,non-clickbait,0,7
8407,Zaskia Adya Mecca Blak-Blakan Ungkap Rasanya 10 Tahun Nikah Dengan Hanung Bramantyo,clickbait,1,12
7904,Atta Halilintar Umbar Foto Tidur di Hotel 'Sindir' Bebby Fey Malah Dicibir Cari Pembenaran,clickbait,1,14
745,Polri: Mahasiswa Eksodus Duduki Aula Uncen untuk Provokasi,non-clickbait,0,8
1091,7 Pasangan Dalam Drama Ini Punya Hubungan Paling Sehat!,clickbait,1,9
2735,"Rahim Hingga Kelamin Pria, Ini Transplantasi Dunia yang Diklaim Sukses",clickbait,1,10
1526,"Tak Sabar Menunggu, Winner Akan Jadi Penutup 'ON OFF FESTIVAL 2019'",non-clickbait,0,11
6399,"PTPN III Dapat Utang Sindikasi Rp 5,5 Triliun dari 19 Bank",non-clickbait,0,11
1528,Donald Trump Hina John Legend Tak Berguna & Chrissy Teigen Bermulut Kotor,non-clickbait,0,12
6351,"Setahun Gempa Palu, Anak-anak Korban Direunifikasi ke Kerabat",non-clickbait,0,8
7251,"Dituduh Mangkir, Ahmad Dhani Nyatanya Tak Pernah Absen Beri Bantuan Korban Kecelakaan Dul Jaelani",clickbait,1,14
12,Hiasan Taman Asia Afrika di Bandung Rusak Diterjang Angin Kencang,non-clickbait,0,10
7907,"Sahila Hisyam Gandeng Pria Tampan Usai Batal Dilamar Vicky Prasetyo, Netter Bersyukur",clickbait,1,12
2261,Pengamat: Jalan Berbayar Lebih Efektif Kurangi Macet Ketimbang Ganjil Genap,non-clickbait,0,10
5434,Chapter 956 One Piece Ungkapkan Kematian Orang Dekat Luffy?,clickbait,1,9
2781,Sekitar 1.500 Warga Prancis Meninggal Akibat Gelombang Panas,non-clickbait,0,8
7685,Dandanan Keren Jennie BLACKPINK Umbar Belahan Dada di Paris Fashion Week,clickbait,1,11
451,Massa Mahasiswa Wonosobo Bergerak Geruduk Gedung DPRD,non-clickbait,0,7
996,"Sebelum Yoga, Sebaiknya Hindari Mengonsumsi 4 Makanan Ini",clickbait,1,8
7013,Emiten Dinilai Khawatir Penerbitan Saham Baru Tak Diserap Pasar,non-clickbait,0,9
7309,"Air Minum Tidak Bersih Picu Diare Anak, Ini Cara Cegah dan Tangani Diare yang Tepat",clickbait,1,15
1105,Ini Alasan Kenapa Captain America Dibuat Tetap Hidup di 'AVENGERS: ENDGAME',clickbait,1,11
7780,"Hotman Paris Melamun Soal Kawin Cerai Hingga Lupa Anak, Sengaja Sindir Farhat Abbas?",clickbait,1,13
4392,HNW: Habibie Sosok Intelektual Sekaligus Religius,non-clickbait,0,6
1275,"9 Aktris Cantik yang Pernah Perankan Karakter Jelek di Drama, Suzy - Lee Sung Kyung",clickbait,1,15
3710,5 Potret Kemesraan Chef Renatta Moeloek dengan Kekasih Bulenya   ,clickbait,1,9
2495,VIDEO: Pria Pamer Ilmu Tenaga Dalam saat Ditilang Polisi,clickbait,1,9
842,Diskon! Naik Trans Semarang di 2 Halte Ini Bisa Bayar Rp 10 Aja,clickbait,1,13
4983,"Smart Roadshow 2019, Ajang MODENA Pamer Produk Unggulan",non-clickbait,0,8
1860,Organisasi Insinyur ASEAN Beri Penghargaan untuk Presiden,non-clickbait,0,7
2083,"Bersama Emil, Triawan Munaf Kemukakan Cara untuk Tekan Pembajakan",non-clickbait,0,9
3486,"Cerita Bripka Eka, Polisi Viral karena Nemplok di Kap Mobil di Pasar Minggu",clickbait,1,13
7636,Barbie Kumalasari Malah Kena Sindir Usai Pamer Momen Bareng Fans di Acara Meet and Greet,clickbait,1,15
3704,Inspirasi Islam! Kisah Wasit Perempuan Berhijab Pertama di Sepakbola Inggris,clickbait,1,10
4846,Menhub Harapkan Pesawat R80 Jadi Kenyataan,non-clickbait,0,6
7520,"Fakta-fakta Pedangdut Xena Xenita, Sebelum Dihukum karena Berzina, Pernah Dipenjara 7 Bulan",clickbait,1,12
8321,"Ngevlog Bareng, Nagita Takjub Putra Ruben Onsu Sopan Cium Tangan Hingga Rajin Sekolah",clickbait,1,13
3879,"Mahasiswa Ini Ciptakan Alat Ubah Plastik ke BBM, Warganet : Awas Ditangkap Dik...!!",clickbait,1,13
7423,"Di Temanggung, Jumat Ditetapkan Sebagai Hari Minum Kopi, Ada Suratnya dari Bupati",clickbait,1,12
405,"RUU KUHP Tak Dibatalkan, Tukang Gigi di Jabar Ancam Geruduk DPR RI",non-clickbait,0,12
3321,Pakar Hukum Harap Publik Tak Ributkan Dewan Pengawas KPK,non-clickbait,0,9
3424,Kisah Unik Pria Rusia yang Lamar Kekasih dengan Todongan Pistol,clickbait,1,10
6273,"Imam Nahrawi Tersangka, PKB Tak Ajukan Pengganti Menpora",non-clickbait,0,8
3012,Masinton PDIP Sarankan Wadah Pegawai KPK Diisi dari ASN,non-clickbait,0,9
5388,Wall Street Naik Saat S&P 500 Cetak Rekor Diterpa Angin Segar Perang Dagang,non-clickbait,0,13
1066,"Raffi Ahmad Akui Senang Sibuk, Kini Fokus Pada Proyek Musik",non-clickbait,0,10
3189,Diplomasi Indonesia Sukses Perpanjang Mandat Misi PBB di Afghanistan	,non-clickbait,0,9
5265,"Jelang Konser Tujuhbelas, Marcell Siahaan Getol Berlatih Tinju",non-clickbait,0,8
6834,"Kalteng Putra Vs Persebaya 1-1, Bejo: Situasi Tak Bersahabat",non-clickbait,0,9
1923,"15 Jam Terbakar, TPAS Makassar Akhirnya Padam, Bau Busuk Masih Tercium",non-clickbait,0,11
1298,"Digrebeg di Hotel Bersama Ridho Illahi, Chagii Amelia Akui Salah dan Khilaf",non-clickbait,0,12
4051,"Tawarkan Ponsel Lipat yang Out of The Box, Perusahaan Ini Tantang Samsung dan Huawei",clickbait,1,14
7091,"Revisi UU KPK Ancam Kekhususan KPK, Yasonna: Jangan Suudzon",non-clickbait,0,9
8581,Jennie BLACKPINK Tuai Dukungan Usai Posting Foto Cantik Setelah Fanmeeting,clickbait,1,10
1436,"Sinopsis Sinetron 'CINTA BUTA' Tayang Selasa, 8 Mei 2019",non-clickbait,0,9
2883,Legenda Liverpool Sentil Penyerang MU,clickbait,1,5
2175,Komentar Marquez dan Rossi soal Insiden Sesi Kualifikasi GP San Marino,clickbait,1,11
3351,"Dihakimi Netizen Imbas Kasus KDRT, Tiga Setia Gara: Unfollow Gue",clickbait,1,10
113,"Kritik Revisi UU KPK, Rektor IPB-Pemuka Agama Tolak Pelemahan KPK",non-clickbait,0,10
8166,"Dukung Penuh Atta Halilintar, Sunan Kalijaga Ngaku Lagi Pansos",clickbait,1,9
7709,"Roger Danuarta Kepergok Cium Bibir Cut Meyriska, Hidung Anak Ketiga Ayu Dewi Disorot-Topik Pagi",clickbait,1,14
4834,Cerita Wali Kota Bandung yang Pernah Jadi Anak Buah Habibie,clickbait,1,10
826,Polisi Sebut Bom TATP Milik Terduga Teroris di Jakut Berdaya Ledak Tinggi,non-clickbait,0,12
1010,"Pilih Olahraga Zumba, Ini Alasan Putri Marino",clickbait,1,7
1750,Dul Jaelani: Tolong Maafkan Saya... Maafkan Saya...,clickbait,1,7
982,"Jangan Tersinggung, 4 Zodiak Ini Memang Suka Bicara Blak-Blakan",clickbait,1,9
5988,Pengesahan Revisi UU KPK Dinilai Berdampak Langsung pada Ekonomi,non-clickbait,0,9
3232,Pemerintah dan DPR Setuju Revisi Undang-Undang MD3,non-clickbait,0,7
2564,Alasan Simon McMenemy Usai Timnas Indonesia Kalah Telak dari Thailand,clickbait,1,10
8528,"BTS Tandai Becky G Di Akun Twitter, Penggemar Heboh Curiga Kolaborasi",clickbait,1,11
7878,"Putrinya Ditangkap Polisi, Aktivis Sri Bintang: Dia Diambil Karena Saya Akan Jatuhkan Jokowi",clickbait,1,13
7826,Reaksi Baekhyun Wajah Kocaknya Dibandingkan dengan Kamera Ponsel,clickbait,1,8
4218,"Masjid Agung Prancis, Upaya Telusuri Jejak Islam dan Arab ",non-clickbait,0,9
4842,"Jangkau 7 Bali Baru, Bank Mandiri Salurkan KUR Rp 2,48 T",non-clickbait,0,11
8115,"Biasa Dingin, Woozi Seventeen Dipuji Bak Malaikat Gara-Gara Sikap Lembutnya Saat Lakukan Ini",clickbait,1,13
8222,Pomal Panggil Eks KSAL Soal Tuduhan Jadi Mentor Demonstran,clickbait,1,9
1238,"Sinopsis Drama STILL 17 Episode 29, Yang Se Jong adalah Crescendo-ku",non-clickbait,0,11
6703,Cara Dapatkan Stiker Khusus Difabel untuk Ganjil Genap,clickbait,1,8
5967,Wings Air Siap Terbangi Manado-Morotai Tiga Kali Sepekan,non-clickbait,0,8
6254,Jadwal China Open 2019: Hari Ini Tujuh Wakil Indonesia Berlaga,non-clickbait,0,10
4725,"Habibie Wafat, Pemerintah Tetapkan Hari Berkabung Nasional",non-clickbait,0,7
7123,"Kebiasaan Orang Enggak Pernah Stres, Menghindari Drama Satu di Antaranya",clickbait,1,10
387,35 Orang Tewas di Pesta Pernikahan Akibat Serangan Pasukan Afghanistan,non-clickbait,0,10
8493,"Menangis Ribut dengan Oza Kioza, Pamela Safitri Beri Sindiran Pedas?",clickbait,1,10
130,Akhirnya! Pemkot Pekanbaru Liburkan SD dan SMP karena Kabut Asap,clickbait,1,10
8491,"Akun Instagram Jonas Brothers Mendadak Unggah Foto-Foto Kocak Ini, Ternyata Gara-Gara Diretas",clickbait,1,12
3738,5 Ganda Putra Terakhir Indonesia yang Juara China Open,clickbait,1,9
5617,Ketua PBNU Desak DPR Segera Sahkan RUU Pesantren,non-clickbait,0,8
3636,"Pertengahan September 2019, Serapan APBD DKI Baru 47,6%",non-clickbait,0,8
2173,"Kemarau di Riau Berlangsung hingga Oktober 2019, Kabut Asap Masih Pekat",non-clickbait,0,11
974,"Zodiak Mingguan 16-22 September, 3 Zodiak Ini Akan Alami Cinta Terbaik",clickbait,1,11
5322,Aqua Pamerkan Koleksi Fashion Hasil Daur Ulang Botol di JFW 2020,non-clickbait,0,11
4439,Negara Arab Kecam Rencana Netanyahu Caplok Tepi Barat,non-clickbait,0,8
4645,Menaker Minta Masyarakat tak Khawatir Masuknya TKA ,non-clickbait,0,7
3156,Gubernur Jabar: Arsitek Harus Proaktif di Era Industri 4.0,non-clickbait,0,9
8453,"Viral Pembagian Air Minum OK OCE di Demo Mahasiswa, Ini Klarifikasinya",clickbait,1,11
6307,Uni Eropa Segera Bentuk Pasukan Pertahanan Baru Dampingi NATO,non-clickbait,0,9
7773,Andhika Pratama Akhirnya Tunjukkan Sosok 'Bayangan Hitam' yang Bikin Ussy Menjerit Ketakutan,clickbait,1,12
1281,"Barbie Kumalasari Bocorkan Honor Sekali Tampil di TV, Tembus Dua Digit!",clickbait,1,11
3062,7 Gerakan Simpel untuk Atasi Mata Lelah,clickbait,1,7
517,"Kenal di Aplikasi Kencan, Pria Paruh Baya Tipu Korban dengan Modus Dinikahi",non-clickbait,0,12
3484,Ini Penyebab Petrucci Hanya Mampu Finis Ke-10 di MotoGP San Marino 2019,clickbait,1,12
5286,Ledakan Hebat di Australia Hancurkan 100 Kontainer Air Mani Sapi,non-clickbait,0,10
7376,"Elza Syarief Merasa Tersakiti, Hotman Paris Klaim Sudah Pasang Badan: Hotman Adalah Pahlawanmu!",clickbait,1,13
6305,Kata Ronaldo Usai Borong 4 Gol Saat Portugal Hantam Lithuania 5-1,clickbait,1,11
7426,"Cerita Dory Penabuh Gendang yang Viral dan Berparas Tampan, Ungkap Awal Mula Bertemu Didi Kempot",clickbait,1,15
7842,"Kerusuhan Wamena Makan Korban, Gubernur Papua Minta Maaf",non-clickbait,0,8
7453,"6 Zodiak Ini Cenderung Menekan Diri Sendiri untuk Mencapai Tujuan, Apakah Kamu Termasuk?",clickbait,1,13
6203,"Jokowi Undang Investasi, Luhut: Perizinan Mulai Dipangkas",non-clickbait,0,7
4843,Sekjen PBB: Aneksasi Tepi Barat Langgar Hukum Internasional,non-clickbait,0,8
8488," Sunan Kalijaga 'Sentil' Pengakuan Bebby Fey Diperkosa Genderuwo, Kok Nggak Pakai Preskon?",clickbait,1,12
3571,"Mana yang Benar, Silaturahmi atau Silaturahim? Ini Penjelasan Gus Baha",clickbait,1,10
3464,Tiga Setia Gara Minta Nikita Mirzani Klarifikasi 2 Hal Ini soal Kasusnya,clickbait,1,12
2973,Pemerintah Naikkan Tarif Cukai Rokok 23 Persen di 2020,non-clickbait,0,9
717,"Asap Masih Pekat, Pemkot Pekanbaru Liburkan PNS Hamil",non-clickbait,0,8
881,"Bukan Teknis, Ini Tantangan Berat Ari Lasso Tur di 3 Kota",clickbait,1,11
2855,"Bicara soal Gading Marten, Gisella Anastasia Menahan Tangis",clickbait,1,8
3998,Dodi Apresiasi Kerja Sama DPRD Muba dalam Pelaksanaan Tugas,non-clickbait,0,9
5799,Nintendo Switch Jadi Konsol Terlaris Sepanjang 2019,non-clickbait,0,7
6386,Serba Badak di Festival Tanjung Lesung,non-clickbait,0,6
6921,"Persija Vs Bali United, Spaso Termotivasi Main di Depan Jakmania",non-clickbait,0,10
7892,Agnes Monica Ungkap Alasan Pilih French Montana Jadi Rekan Duet di Single 'Diamonds',clickbait,1,13
2671,Duka Para Artis Atas Meninggalnya BJ Habibie,clickbait,1,7
1228,"Sempat Mengaku Mualaf, Ternyata Kriss Hatta Tak Pernah Memeluk Islam",clickbait,1,10
38,Kadis PU dan 2 PNS Kabupaten Mandailing Natal Ditahan Kejati Sumut,non-clickbait,0,11
8038,"Solbin Ngenes Laboum Nyaris Pengangguran, Yulhee Istri Minhwan Disindir Makin Terkenal",clickbait,1,11
1026,"Selain Harga Terjangkau, Ini Inovasi pada Smartphone yang Dibutuhkan Gen Z",clickbait,1,11
1680,Presiden: Jumlah Kelas Menengah di Indonesia akan Jadi Magnet Investasi,non-clickbait,0,10
5584,TBBM Pertamina Rewulu Bina Desa Gamol Jadi Ekonomi Ramah Lingkungan,non-clickbait,0,10
2412,"Walkot Hendi Berencana Terapkan ""Car Free Zone"" di Kota Lama Semarang",non-clickbait,0,11
7601,"Kocak, Mahasiwa Ini Goyang 'Entah Apa yang Merasukimu' Di Hadapan Rektor Saat Wisuda",clickbait,1,13
7359,Alumni YLBHI-LBH Tolak RUU Revisi UU KPK,non-clickbait,0,7
8559,Video Jungkook BTS Diteriaki Suruh Potong Rambut dan Hapus Tato Bikin Netizen Geram,clickbait,1,13
6916,"Genjot Investasi, Sofyan Djalil Janji Pangkas Perizinan Sektor Properti",non-clickbait,0,9
1294,"Masuk Gang Sempit, Berikut 4 Fakta Rumah Asli Barbie Kumalasari dan Galih Ginanjar",clickbait,1,13
3744,Aktivis HAM HS Dillon Meninggal Dunia,non-clickbait,0,6
2255,"Rumah Nanas Spongebob Ada di Dunia Nyata, Yuk Intip!",clickbait,1,9
8549,Aktor 'Wise Prison Life' dan 'My Fellow Citizens' Ini Tutup Usia Jelang Ultah,clickbait,1,13
2871,Miley Cyrus dan Kaitlynn Carter Sudah Tinggal Serumah?,clickbait,1,8
6380,4 Hal Menarik dari Laga Testimoni Vincent Kompany,clickbait,1,8
7333,Inter Milan Masih Mau Angkut Satu Lagi Pemain Man United,clickbait,1,10
3848,"MANTAP! Pelajar Tolong Polisi yang Terbakar, Begini Kisah Lengkapnya",clickbait,1,9
655,"OTT di Wisata  Air Panas, Satgas Saber Pungli Mojokerto Tangkap 3 Orang",non-clickbait,0,12
225,Tokoh Papua: Benny Wenda Tak Berhak Atur NKRI,non-clickbait,0,8
3659,"Viral Selfie di Makam BJ Habibie, Bagaimana Hukumnya dalam Islam?",clickbait,1,10
7227,"Angsa Ternyata Punya 'Gigi' Tambahan di Bagian Lidah, Ini Fungsinya",clickbait,1,10
2446,Pekerja Asing Bantu Penuhi Kebutuhan Tenaga Kerja di Sektor Konstruksi,non-clickbait,0,10
7352,"Terungkap Cara Kelvin Membakar Mobil Berisi Mayat Pupung dan Dana, Aulia Siapkan 8 Botol Bensin",clickbait,1,15
7799,"Masih Belia, Wajah Ganteng Limbad di Foto Lawas Ini Sukses Curi Perhatian Netter",clickbait,1,13
3030,"Kemenhub Dapat Tambahan Anggaran Rp441,5 Miliar di 2020, Ini Rinciannya",clickbait,1,10
7820,"Ayu Dewi Bagikan Momen Haru Saat Lahirkan Anak Ketiga, Nama Sang Putra Terungkap",clickbait,1,13
3728,DPR Puji Kinerja Mentan Amran Sulaiman,non-clickbait,0,6
2228,Polisi Magetan Buru Penyuruh Penusukan Siswa SMP,non-clickbait,0,7
2817,Doa untuk BJ Habibie yang Dibacakan Menteri Agama,clickbait,1,8
8541,"Gempa M 6,8 di Ambon Sebabkan Kerusakan Hingga Jembatan Retak",non-clickbait,0,10
8427,Lee Seung Gi Dijuluki Guru yang Baik Gara-Gara Ajari Seorang Anak Lakukan Ini di 'Little Forest',clickbait,1,16
3537,"Kenalan di Aplikasi Kencan, 4 Wanita Diperkosa 3 Pria",clickbait,1,9
8538,Empat Pemuda Relawan Karhutla Kalimantan Bakal Bagikan Kisah Inspiratif Di 'Hitam Putih',clickbait,1,12
1416,"Luna Maya & Syahrini Bertemu Dalam Satu Acara, Melanie Ricardo: Emosi Melihatnya",non-clickbait,0,12
5275,"BI Catat Rupiah Menguat 2,3% Sepanjang Tahun 2019",non-clickbait,0,8
5933,"Perusahaan Malaysia Biang Karhutla di Indonesia, Ini Respons Mahathir",clickbait,1,9
1807,"Kecelakaan Maut Bus Mira Vs Innova di Nganjuk Diduga Akibat ""Human Error""",non-clickbait,0,12
4996,"Digelar 6 Juni di Monas, Formula E Diharapkan Raup Rp1,3 Triliun",non-clickbait,0,11
7980,"Laudya Cynthia Bella Cantik Soleha Diduga Hamil, Bentuk Perut Bantah Ramalan Pisah-Cerai?",clickbait,1,12
779,Siswi SMP Penderita Kanker Tulang di Mojokerto Dirujuk ke RSU Soetomo,non-clickbait,0,11
5151,"Setelah Arab Saudi, Houthi Ancam Serang UEA",non-clickbait,0,7
3596,Potret Seksi Selebriti Naik Kapal Pinisi Nikmati Keindahan Labuan Bajo,clickbait,1,10
8545,Foto Seksi Seolhyun Saat Syuting 'Queendom' Dibilang Mirip Agen Rahasia,clickbait,1,10
3600,Intip 5 Potret Seksi Syahnaz Shadiqah Pamer Baby Bump,clickbait,1,9
6686,Prediksi Liga 1: Kalteng Putra vs Persebaya Surabaya,non-clickbait,0,8
2870,Pesan Terakhir BJ Habibie untuk Reza Rahadian,clickbait,1,7
3269,"Rajin Baca Surat-Surat Ini, Seorang Ibu Bebas dari Jeratan Utang",clickbait,1,10
6987,Jadwal Vietnam Open Sabtu: 2 Wakil Indonesia Kejar Tiket Final,non-clickbait,0,10
7910,"Coba Angkat Isu Papua, Benny Wenda Diusir Dari Sidang PBB",clickbait,1,10
6803,"Sensitif, Gemini dan 4 Zodiak Ini Mudah Menangis",clickbait,1,8
7312,Harga Emas Antam Turun Rp4.000 Jadi Rp754.000 Per Gram,non-clickbait,0,9
6235,"Pemilihan Wali Kota Tangsel, Adik Airin Maju Lewat PDIP",non-clickbait,0,9
6862,"Dampak Perluasan Ganjil Genap, Jalan Fatmawati Lancar",non-clickbait,0,7
6581,"Laga Perdana Kualifikasi Piala AFC U-16, Pemain Timnas U-16 Gugup",non-clickbait,0,10
3492,3 Bandara di Kalimantan Barat Terdampak Kabut Asap,clickbait,1,8
2580,"Topan Faxai Menewaskan 3 Orang di Jepang, Transportasi Rusak Parah",non-clickbait,0,10
7569,Kesaksian Petugas BPDB yang Bertemu Beruang Buas Saat Jalankan Tugas Padamkan Kebakaran Hutan,clickbait,1,13
7869,"Uya Kuya Ngamuk Putranya Bakar Sepatu Rp200 Juta, Ternyata Mau Beri Pesan Ini",clickbait,1,13
8520,'Joker' Diprediksi Jadi Film dengan Pembukaan Terlaris Sepanjang Masa Meski Tuai Kontroversi,clickbait,1,12
2717,"Sempat Bikin Miris, Aksi Bocah Merokok di Laga Amal Ternyata...",clickbait,1,10
8099,Syahrini Kepergok Awasi Foto Sandra Dewi 'Mantan Reino' Cantik Singset Habis Lahiran,clickbait,1,12
7868,"Bantah Hambur-Hamburkan Uang, Ternyata Ini Alasan Uya Kuya Suka Beli Barang Branded",clickbait,1,12
4308,Dishub Jabar Cek Lampu Lalin yang Mati di Purwakarta,non-clickbait,0,9
2087,Viral! Penyanyi Tiga Setia Gara Mengaku Alami KDRT di Amerika Serikat,clickbait,1,11
3752,"Gara-Gara Kabut Asap, Garuda Batalkan 15 Penerbangan hingga 19 September",non-clickbait,0,10
7609,"Saking Bagusnya, SM Tenyata Pilih Lirik Buatan Chen Untuk Lagu 'Flower' Dan Tolak Punya Lirikus Top",clickbait,1,16
4963,"Hendra/Ahsan Menang Cepat, Wahyu/Ade Sikat Juara Eropa",non-clickbait,0,7
8484,Roy Kiyoshi Akui Kesepian dan Pilih Menutup Diri Hingga Terima Perlakuan 'Tak Manusiawi',clickbait,1,13
3740,Tipe Teman seperti Apakah Kamu? Coba Ikut Tes Kepribadian Ini!,clickbait,1,10
1345,7 Pasangan Dalam Drama Korea Dengan 'Chemistry' Paling Kuat,clickbait,1,9
2937,"Permudah Masyarakat Melayat BJ Habibie, Ganjil Genap di 3 Jalan Ini Tak Berlaku",clickbait,1,13
6002,Puluhan Orangutan di Nyaru Menteng Terkena ISPA akibat Kabut Asap,non-clickbait,0,10
6571,Esport: Thailand dan Vietnam Lawan Terberat di SEA Games 2019,non-clickbait,0,10
6700,"Rafael Nadal Gemar Makan Buah Zaitun, Cek 5 Manfaat Baiknya",clickbait,1,10
3268,"Jelang Masa Jabatan Habis, Ini Gaya Pamitan Para Menteri Ekonomi",clickbait,1,10
5231,"PDB Sektor Peternakan Tahun 2018 Mencapai Rp231,71 Triliun",non-clickbait,0,8
3595,"Bareng, Jonatan dan Lee Yong Dae Bikin Netizen Kelepek-Kelepek",clickbait,1,9
7034,5 Cara Atasi Keringat Berlebih seperti Rafael Nadal,clickbait,1,8
7981,Rose BLACKPINK Kencan Malam-Malam Bareng Teman Tak Terduga di Paris,clickbait,1,10
6286,"Polemik Audisi Bulu Tangkis PB Djarum Selesai, Ini Kata PB PBSI",clickbait,1,11
1314,"20 Finalis Siap Perebutkan Gelar Puteri Muslimah Indonesia 2019, Siapa Juaranya?",clickbait,1,11
5276,Industri Asuransi Optimistis Kembangkan Pasar dengan JKN,non-clickbait,0,7
4091,Sinergi BUMN Hadir di Provinsi Kepulauan Bangka Belitung,non-clickbait,0,8
4452,RUPSLB Bank BTPN Setujui Perubahan Susunan Direksi,non-clickbait,0,7
1896,"Usulan Wagub Lebih dari 1, Anies: Itu Diatur UU, Bukan Selera Gubernur dan DPRD",non-clickbait,0,14
7707,"Bakal Terima Gaji DPR Puluhan Juta, Jawaban Krisdayanti dan Mulan Jameela Dibandingkan",clickbait,1,12
1283,"Ratna Galih Program Bayi Tabung Demi Dapat Anak Perempuan, Ini Alasannya...",clickbait,1,11
